"month","year","date","type","dead","injured","location","details","perpetrator","partOf"
"September","2018","22","Shooting","27","9","Beni, Democratic Republic of The Congo","At least 27 people were killed  and 9 were injured when ADF Rebels attacked the town of Beni in the Democratic Republic of the Congo most of the dead were church members as well, at least 4 rebels were killed as well.[193][194][195][196]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"September","2018","22","Shooting,Ambush","7","0","Datta Khel, Pakistan","At least 7 security officers were killed by an ambush of Tehrik-I-Taliban in Datta Khel, area of North Warizistan, 9 Tehrik I Taliban militants were also killed.[197]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"September","2018","23","Shooting","0","1","Ballymoney, Northern Ireland","A 18-year-old was shot in each arm and leg during a paramilitary-style attack in Moneycannon Road area of Ballymoney.[198][199]","Ulster Defence Association","Dissident Irish Republican campaign"
"September","2018","23","Shooting","4","0","Nineveh Governorate, Iraq","Four Iraqi soldiers died when they were attacked by Islamic State insurgents, in the Niveneh Governorate.[200]","Islamic State","Iraqi insurgency"
"September","2018","23","Bombing","1","3","Tagab, Afghanistan","One police officer was killed and one other officers wounded when an improvised explosive device (IED), emplaced on a roadside by unidentified militants, detonated targeting a police vehicle in Tagab district in Afghanistan's Kapisa province.[201]","Taliban","War in Afghanistan"
"September","2018","23","Shooting","3","0","Soum Province, Burkina Faso","Three police officers were killed in Northern Burkina Faso while they were searching kidnapped miners, the attack was blamed on Jihadist groups.[202]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"September","2018","23","Bombing","0","3","Baghdad, Iraq","Three people were seriously injured when an IED blast targeted a bus Baghdad.[203]","Islamic State","Iraqi insurgency"
"September","2018","23","Shooting","1","0","Dumbriguda, India","An Indian lawmaker was shot dead by Maoists at the village of Dumbriguda, Andhra Pradesh, India.[204][205]","CPI","Naxalite–Maoist insurgency"
"September","2018","24","Shooting","1","1","Bosaso, Somalia","Gunmen killed a member of the Puntland presidential guard unit and wounded at least 1 other in an attack at a shopping mall near Bosaso Local Government, Islamic State claimed responsibility.[206]","Islamic State","Somali Civil War"
"September","2018","24","Bombing","0","7","Imphal, India","A bomb blast hit in front of a shop in the city of Imphal, injuring at least 7 people, no group claimed responsibility for the bombing.[207]","Unknown","Insurgency in Northeast India"
"September","2018","24","Shooting, Arson","7","0","Raqqa Governorate, Syria","PKK/YPG militants attacked people who refused to join their ranks, they raided the al-Khatuniyyah village  in the Raqqa Governorate killing at least seven people and injuring several more while also setting many homes on fire.[208][209]","PKK/YPG","Syrian Civil War"
"September","2018","24","Shooting, Looting","0","1","Limbe, Cameroon","Separatists attacked a gendarmerie post in Limbe, injuring a student gendarme and seizing weapons.[210]","Ambazonia Defence Forces","Anglophone Crisis"
"September","2018","24","Bombing","2","0","Kasserine Governorate, Tunisia","Two people were killed in a truck by a landmine blast in the mountainous central regions of Tunisia.[211]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"September","2018","25","Shooting","15","0","Ménaka Cercle, Mali","At least fifteen Tuaregs were shoot dead for Fulani militants on a remote desert village in the Menaka region, Malí.[212]","Fulani herdsmen militants","Northern Mali conflict"
"September","2018","25","Bombing","2","3","Baghdad, Iraq","A couple of bomb blasts left at least 2 dead 3 injured in the Baghdad region.[213]","Islamic State","Iraqi insurgency"
"September","2018","25","Prison Break","0","0","Wum, Cameroon","Heavy gunmen attacked a prison in Wum, enabling over 100 inmates to escape. Last night's incident has led to a military crackdown in the locality as soldiers have launched a crack down in localities suspected to be hosting the separatist fighters.[214]","Ambazonia Defence Forces","Anglophone Crisis"
"September","2018","25","Bombing","1","4","North Waziristan, Pakistan","An IED blast in North Waziristan left a soldier dead and another injured. The Jihadi group Hizbul Ahrar claimed responsibility and claimed killing 1 and injuring 4.[215]","Hizbul Ahrar","War in North-West Pakistan"
"September","2018","25","Shooting","17","0","Gao Region, Mali","Gunmen attacked civilians at a camp in the Northeastern region of Mali killing at least 17 civilians. The Islamic State Greater Sahara (ISGS) is suspected.[216][217]","Islamic State","Northern Mali conflict"
"September","2018","26","Shooting, Arson","20","0","Benishangul-Gumuz Region, Ethiopia","At least 20 civilians were killed and hundreds injured and two vehicles were burnt down and unspecified houses have been destroyed by fire since the violence broke out last Wednesday, due in the unfolding ethnic-based attacks in different places of Benishangul Gumuz regional state of western Ethiopia, senior officials disclosed on Monday.[218]","Oromo Liberation Front","Insurgency in Ogaden"
"September","2018","26","Bombing","9","0","Baraboulé Department, Burkina Faso","At least nine Burkina Faso soldiers were killed and several others were injured when their vehicle crossed over a landmine in the Baraboulé Department of the Soum Province in Burkina Faso.[219][220]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"September","2018","26","Suicide Bombing","0","0","Abyan Governorate, Yemen","In Jaar district, Abyan governorate, an unidentified suicide bomber detonated their explosives near a power plant, but no casualties were reported.[221]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War (2015–present)"
"September","2018","26","Shooting","1","0","Yarang District, Thailand","An assistant village head was killed in a drive-by shooting by insurgents in Pattani's Yarang district.[222]","Barisan Revolusi Nasional","South Thailand insurgency"
"September","2018","26","Bombing","8","0","Douentza, Mali","Seven soldiers and one civilian were killed when their vehicle ran over a landmine and exploded near Douentza in Mali.[223][224]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"September","2018","26","Bombing","2","2","Silopi, Turkey","2 security guards were killed when an IED placed by PKK militants exploded 2 other security guards were injured as well, the attack occurred at Sirnak's Silopi District of Turkey.[225]","PKK","Kurdish-Turkish conflict"
"September","2018","26","Shooting","1","0","Kandahar, Afghanistan","An election candidate was shot dead by unknown gunmen in Kandahar, Afghanistan. The gunmen fled after killing him.[226]","Taliban","War in Afghanistan"
"September","2018","26","Bombing","2","0","Markada, Syria","An explosive device possibly planted by Islamic State leftovers killed 2 civilians near the city of Markada in southern Al-Hasakah.[227]","Islamic State","Syrian Civil War"
"September","2018","26","Shooting, Attempted Arson","2","4","Limbe and Bamenda, Cameroon","t least three separatists were killed and three soldiers injured during clashes with security forces in Bamenda. In Limbe, two police inspectors were killed and a police woman was injured when separatists who made an unsuccessful attempt to burn down the police station there.[228][229]","Ambazonia Defence Forces","Anglophone Crisis"
"September","2018","26","Shooting","2","6","Kalat, Pakistan","Two Pakistani soldiers were killed and 6 were mildly injured in the Kalat area of Manghochar Balochistan when they clashed with Islamic State militants in a compound, all 3 terrorists were killed.[230]","Islamic State","War in North-West Pakistan"
"September","2018","27","Shooting, Grenade Attack","0","0","Meerut, India","Assailants opened fire and threw a grenade in the BJP lawmaker Sangeet Som's residence in Uttar Pradesh's Meerut, in the early hours of Thursday.[231]","Unknown","Terrorism in India"
"September","2018","27","Bombing","2","6","El Wak, Somalia","A couple of bombings targeting tea shops in El Wak, Somalia killed 2 and injured 6. The attack was blamed on Al-Shabaab.[232][233]","Al-Shabaab","Somali Civil War"
"September","2018","27","Shooting","3","1","Anantnag, India","Three militants and a soldier were killed in two separate encounters, a civilian died in firing during a cordon and search operation and an unidentified man was shot dead in an army ambush in Kashmir.[234][235]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"September","2018","27","Shooting","2","0","Hamam al-Alil, Iraq","Two fishermen were shot dead by Islamic State militants near the Hamam al-Alil region of Iraq.[236]","Islamic State","Iraqi insurgency"
"September","2018","27","Shooting","1","0","Baghdad, Iraq","A popular Iraqi model, Tara Fares, was shot and killed by an unknown gunman in Baghdad. According to Iraq's Interior Minister, an extremist group was behind her killing.[237][238]","Unknown","Iraqi insurgency"
"September","2018","27","Shooting","1","0","Yarang District, Thailand","An assistant village head was killed in Yarang when insurgents on a car opened fire on him.[239]","Barisan Revolusi Nasional","South Thailand Insurgency"
"September","2018","28","Suicide Bombings","4","10","Mora, Cameroon","Two suspected Boko Haram female suicide bombers detonated killing at least four and injuring 10 in Mora in the far North of Cameroon, the suicide bombings happened when locals were preparing to go to the morning prayer.[240]","Boko Haram","Boko Haram insurgency"
"September","2018","28","Grenade attack","9","35","Yambio, South Sudan","9 people were killed and 35 were injured when a man lobbed a grenade at a memorial service, at Yambio South Sudan.[241]","Unknown","South Sudanese Civil War"
"September","2018","28","Shooting","0","1","Belfast, Northern Ireland","A paramilitary-style attack carried out in Turf Lodge, west Belfast. The Police arrested four suspects behalf of dissident republican group, Armna Poblachta.[242][243]","Arm na Poblachta","Dissident Irish Republican campaign"
"September","2018","28","Bombing","5","9","Bamako, Mali","A bomb attack in a restaurant in Bamako killed 5 including a French citizen and left 9 injured.[244]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"September","2018","28","Shootings","25","0","Amalaoulaou, Mali","Suspected Jihadists killed at least 25 Tuaregs in coordinated attacks on Dates 28-29 in Amalaoulaou, Mali, the attack was blamed on ""jihadists'.[245]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"September","2018","29","Shooting","6","0","Lake Chad, Chad","Boko Haram militants ambushed people near Lake Chad killing 6 including soldiers and injuring Several, Chadian Soldiers later announced that they had killed at least 17 militants.[246]","Boko Haram","Boko Haram insurgency"
"September","2018","29","Rocket attack, mortar attack","3","0","Kidal, Mali","Three people including an UN peacemaker were killed when militants launched rockets and mortar shells towards a camp near Kidal, Mali.[247]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"September","2018","30","Shooting","12","0","Jos, Nigeria","At least twelve students were killed and dozens were injured when Fulani attackers began to shoot in front of the hostels of the university.[248][249]","Fulani herdsmen militants","Communal conflicts in Nigeria"
"September","2018","30","Bombing","1","1","Upper Dir District, Pakistan","A IED went off in the Upper Dir District of the Khyber Pakhtunkhwa province of Pakistan resulting in the death of Pakistani soldier as well as the injury of another one, no group has claimed responsibility yet for this attack.[250]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"September","2018","30","Grenade attack, Shooting","1","0","Shopian district, India","An Indian policeman was killed when unknown militants lobbed grenades and opened fire in India's Kulgam District.[251]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"October","2018","1","Suicide car bombing","2","5","Mogadishu, Somalia","A suicide car bomber by the group Al-Shabaab struck an EU convoy carrying Italian soldiers in Somalia's capital Mogadishu, killing 2 civilians and injuring at least 5.[1][2]","Al-Shabaab","Somali Civil War"
"October","2018","1","Shooting","3","4","Bosaso, Somalia","Islamic state attackers shot dead 3 Ethiopians and injured 4 in Bosaso town; the attackers fled the scene.[3][4]","Islamic State","Somali Civil War"
"October","2018","1","Bombing","1","2","Kirkuk Governorate, Iraq","A bomb attack by Islamic State insurgents left an Iraqi Policeman dead and as well as 2 others injured in the oil rich province of Kirkuk, Iraq.[5]","Islamic State","Iraqi insurgency"
"October","2018","1","Bombing","0","0","Hawija, Iraq","A group of Islamic State insurgents placed bombs and detonated them on an electricity pylon in Hawija district in Kirkuk, leaving Iraq's Hawija district in total darkness.[6]","Islamic State","Iraqi insurgency"
"October","2018","1","Arson","0","0","Lautaro, Chile","At least nine vehicles were burned during an arson attack and later gunfight leaving a militant injured. The incident took place in Fundo Oyama of the La Colonia sector, in Lautaro.[7]","Coordinadora Arauco Malleco","Mapuche conflict"
"October","2018","1","Bombing","1","4","Baghdad, Iraq","Two sticky bombs detonated in a Baghdad neighborhood killing a person and leaving four others injured while destroying two vehicles.[8]","Islamic State","Iraqi insurgency"
"October","2018","2","Suicide bombing","14","40","Kama District, Afghanistan","A suicide bomber killed 14 people and injured around 40 at an election rally in the Kama district of the Nangarhar Province. The Islamic State claimed responsibility through Amaq.[9][10]","Islamic State","War in Afghanistan"
"October","2018","2","Shooting, bombing","3","8","Awaran District, Pakistan","Terrorists opened fire and bombed a convoy killing 3 Pakistani Security personnel and injuring 8 more at the Awaran District of Balochistan, Pakistan. No group has claimed responsibility although separatist groups have done similar attacks in that area in the past.[11][12]","Balochistan Liberation Army","Insurgency in Balochistan"
"October","2018","2","Shooting","9","10","Nimruz Province, Kandahar Province and Faryab Province, Afghanistan","A series of violent attacks by the Taliban targeting security forces checkpoints at the Nimruz Province, Kandahar Province and the Faryab Province, left 9 security forces dead and 10 injured, while at least 4 Taliban militants were killed in the fighting.[13]","Taliban","War in Afghanistan"
"October","2018","2","Arson","0","0","Ercilla, Chile","A children's garden and nursery were burned during an attack in the commune of Ercilla, La Araucania Region.[14]","Mapuche militants","Mapuche conflict"
"October","2018","3","Kidnapping","0","1","Sukma district, India","An 12 years-old was reportedly abducted in Sukma district. A search operation has been launched to trace the student.[15]","CPI","Naxalite–Maoist insurgency"
"October","2018","3","Bombing","1","0","Nad Ali District, Afghanistan","A district chief of Afghan intelligence service the National Directorate of Security (NDS) in Nadi Ali of Helmand province was killed when an IED exploded, the Taliban claimed responsibility.[16]","Taliban","War in Afghanistan"
"October","2018","3","Bombing","2","5","Jebel ech Chambi, Tunisia","A IED detonation struck an armored vehicle killing 2 soldiers and injuring 5 at Mount Chaambi of Tunisia, an Al-Qaeda wing in Tunisia claimed responsibility for the attack.[17][18][19]","Katibat Uqbah Ibn Nafi","Insurgency in the Maghreb"
"October","2018","4","Arson","0","0","Carahue, Chile","Four Forestal Machinery were burned during an attack in La Esperanza Dos farm, located in the Alto Loncoyamo sector in the commune of Carahue.In the cite of the attack were found papers with a letter saying mapuche claims.[20]","Coordinadora Arauco Malleco","Mapuche conflict"
"October","2018","4","Motorcycle bombing","0","8","Corinto, Colombia","A motorcycle bomb detonated in Corinto, Cauca, leaving eight civilians injured. Members of the FARC dissidents are suspected to be behind the attack.[21][22]","FARC dissidents","Colombian conflict"
"October","2018","4","Shooting","2","0","Thung Yang Daeng District, Thailand","A Buddhist mother and her son were shot dead by insurgents at the Thung Yang Daeng District of South Thailand's Pattani.[23]","Barisan Revolusi Nasional","South Thailand Insurgency"
"October","2018","4","Bombing","6","1","Komondjari Province, Burkina Faso","An IED detonation struck a military vehicle, killing six and leaving one severely injured. The attack occurred near a village at the Komondjari Province of Burkina Faso.[24][25]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"October","2018","4","Shooting","19","4","Plateau State, Nigeria","19 people were killed and 4 were seriously injured when gunmen belonging to Fulani Herdsmen attacked a community in the Plateau State, Nigeria.[26]","Fulani herdsmen","Communal conflicts in Nigeria"
"October","2018","4","Bombing","2","9","Nangarhar Province, Afghanistan","A bomb blast at an office of the U.S. Agency for International Development (USAID), killed 2 and injured 9 in Afghanistan's Nangarhar Province, the Islamic State claimed responsibility for the attack.[27]","Islamic State","War in Afghanistan"
"October","2018","4","Shooting","6","0","Beni, Democratic Republic of the Congo","ADF militants attacked an army outpost in Beni, Democratic Republic of Congo killing at least 6 people.[28]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"October","2018","4","Bombing","8","2","Batman Province, Turkey","A bomb placed by PKK insurgents killed at least 8 soldiers and wounded an additional 2. The attack took place in Turkey's Batman Province.[29]","PKK","Kurdish–Turkish conflict"
"October","2018","5","Shooting","2","1","Srinagar, India","Terrorists  opened fire and killed two activists affiliated with a pro-India Kashmiri political group, in Srinagar, Jammu and Kashmir, India, no group has claimed responsibility yet for this attack.[30][31]","Lashkar-e-Taiba","Insurgency in Jammu and Kashmir"
"October","2018","5","Shooting","3","0","Kafr Halab, Syria","Hay'at Tahrir al Sham terrorists shot dead at least 3 civilians including 2 girls in the Kafr Halab village of the Aleppo Governorate, Syria.[32]","Tahrir al-Sham","Syrian Civil War"
"October","2018","5","Bombing","1","0","Helmand Province, Afghanistan","A U.S soldier James A. Slape (23 years-old) succumbed to his wounds from an explosion days before.[33]","Taliban","War in Afghanistan"
"October","2018","5","Mortar attack","1","12","Al Hudaydah, Yemen","Houthi militants launched mortars at a displaced persons camp near Al Hudaydah, killing a person and injuring at least 12 people.[34][35]","Ansar Allah","Yemeni Civil War"
"October","2018","5","Bombing, shooting","7","5","Sollé Department, Burkina Faso","Seven policemen were killed when their vehicle was targeted by an IED blast while they were travelling to the community of Solle. An additional five were injured in a shootout with militants.[36][37][38]","Al-Qaeda in the Islamic Maghreb","Insurgency in the Maghreb"
"October","2018","5","Shooting, suicide bombing","0","0","Chittagong District, Bangladesh","An encounter between militants and members of the Rapid Action Battalion was reported in Chittagong district, Bangladesh. Later two militants blew themselves up when officers coordoned the zone.[39]","Jamaat-ul-Mujahideen Bangladesh","Internal conflict in Bangladesh"
"October","2018","6","Shooting","0","1","Ayahuanco District, Peru","A Sendero Luminoso (Shining Path) sniper attacked a patrol that carried out security work in the area on the eve of the local election day. The attack left one soldier injured.[40]","Sendero Luminoso","Internal conflict in Peru"
"October","2018","6","Kidnapping, execution","1","0","Sopore, India","A shopkeeper was abducted by militants in Sopore, Jammu and Kashmir and was later found dead.[41]","Jaish-e-Mohammed","Insurgency in Jammu and Kashmir"
"October","2018","6","Car bombing","5","27","Azaz, Syria","A  massive car bomb detonated in the city of Azaz, Syria killing 5 and injuring 27. No group has claimed responsibility yet for this attack.[42]","PKK/YPG","Syrian Civil War"
"October","2018","6","Shooting, Arson","0","0","Kumba, Cameroon","Separatist gunmen stormed the Kumba High Court and burned down the building.[43]","Ambazonia Defence Forces","Anglophone crisis"
"October","2018","6","Shooting","3","0","Mosul, Iraq","Three Iraqis were shot to death in a shoot and run attack at Mosul by Islamic State militants.[44]","Islamic State","Iraqi insurgency"
"October","2018","6","Shooting","0","0","Convención, Colombia","Gunmens attacked the police station, located in the urban area of the municipality of Convención, in Norte de Santander.[45]","EPL","Colombian conflict"
"October","2018","6","Bombings","1","14","Baiji, Iraq","A bomb targeting a bus carrying workers to a small oil refinery blew up near Baiji, Iraq, killing a person and injuring an additional 14, the Islamic State claimed responsibility for the attack.[46][47]","Islamic State","Iraqi insurgency"
"October","2018","6","Bombing","2","9","Kabul, Afghanistan","Two security forces were killed in Taliban attacks on the Capital of Afghanistan, Kabul an additional nine people were injured.[48][49]","Taliban","War in Afghanistan"
"October","2018","6","Shooting","14","0","Saydabad District, Afghanistan","14 security officers including a district police chief were killed when the Taliban attacked them in the Saydabad District of the Wardak Province, Afghanistan.[50][51]","Taliban","War in Afghanistan"
"October","2018","6","Shooting","13","4","Faryab Province and Nimruz Province, Afghanistan","13 people were killed and 4 were wounded in clashes with the Taliban at the Faryab Province and Nimruz Province. 3 Taliban militants were also killed.[52]","Taliban","War in Afghanistan"
"October","2018","7","Shooting","2","1","Barkan, Israel","2018 Barkan Industrial Park shooting: A Palestinian gunman opened fire with an improvised submachine gun on a factory workers in the West Bank industrial zone of Barkan. The attacker fled the scene.[53][54]","Palestinian nationalist","Israeli–Palestinian conflict"
"October","2018","7","Shooting","2","0","Kumba, Cameroon","Two people from Kumba were shot dead in Kumba for having voted in the election.[55]","Ambazonia Defence Forces","Anglophone crisis"
"October","2018","7","Car bombing","0","4","Baghdad, Iraq","A car bomb detonated in the capital of Iraq, Baghdad, leaving four people injured.[56]","Islamic State","Iraqi insurgency"
"October","2018","7","Bombing","0","3","Kabul, Afghanistan","One policeman and two civilians were injured in a bomb blast in the Capital of Afghanistan, Kabul, no group has claimed responsibility yet for this attack.[57]","Taliban","War in Afghanistan"
"October","2018","7","Stabbing","14","9","North Kivu, Democratic Republic of the Congo","Mai-Mai militants armed with machetes killed 14 people and injured 9 people in DRC's Rubaya Village located in the North Kivu region.[58]","Mai-Mai","Kivu conflict"
"October","2018","7","Shooting","0","0","Ercilla, Chile","A patrol of Carabineros were attacked in the commune of Ercilla without leaving casualties. According to Radio Bío Bío, a canvas written in red letters was found nearby threatening the warden of Angol prison, Fernando Olivares.[59]","Mapuche militants","Mapuche conflict"
"October","2018","7","Shooting, bombing","10","0","Saydabad District, Afghanistan","Militants killed the district police chief along with nine other policemen, burned the police heardquarters, and blew up bridge along the arterial highways in Sayeed Abad district, Maidan Wardak Province, Afghanistan.[60]","Taliban","War in Afghanistan"
"October","2018","7","Bombing","2","0","Aguachica, Colombia","Members of the ELN detonated a bomb when officers were at a checkpoint installed at kilometer 90 of Besotes corregimiento, on the road that leads Aguachica Pelaya in this department, resulting in the deaths of 2 officers.[61]","ELN","Colombian conflict"
"October","2018","7","Kidnapping, Assasination","1","0","Sukma district, India","A student was kidnapped and killed for militants were found near Kundanpal village of Sukma district.[62]","CPI","Naxalite–Maoist insurgency"
"October","2018","7","Landmine","1","18","Khafsin, Syria","One civilian was killed and another eighteen were injured in the town of Khafsin, Hama Governorate, Enab Baladi News reported.[63]","Syrian Rebels","Syrian Civil War"
"October","2018","8","Shooting","0","1","Garvagh, Northern Ireland","A 45 years old man was shot in both arms and legs in a paramilitary style attack in Garvagh, County Londonderry.[64][65][66]","Dissident republicans","Dissident Irish Republican campaign"
"October","2018","8","Shooting","0","1","Belfast, Northern Ireland","A 30 years old man was shot in the legs in the Norglen Road/Monagh Crescent area of Belfast at around 11.30pm. Sinn Féin MLA Pat Sheehan confirmed that his office was targeted during the attack and condemned those responsible.[67][68]","Dissident republicans","Dissident Irish Republican campaign"
"October","2018","8","Shooting","2","0","Mosul, Iraq","2 Iraqi policemen were killed when Islamic State militants opened fire on them in Mosul; the attackers fled.[69]","Islamic State","Iraqi insurgency"
"October","2018","8","Kidnapping, execution","1","0","Sukma district, India","A college student who was abducted by the Communist Party of India-Maoist (CPI-Maoist) rebels on October 6 from the Kunanpali village of Sukma District of Chhattisgarh, was found dead near the village entrance on October 8.[70]","CPI","Naxalite–Maoist insurgency"
"October","2018","8","Shooting","1","3","Karachi, Pakistan","A shooting attack left a policeman dead in Karachi,Pakistan the Hizbul-Ahrar militant group claimed responsibility and claimed injuring 3 policemen more.[71][72]","Hizbul Ahrar","Terrorism in Pakistan"
"October","2018","8","Shooting, kidnapping","18","157","Borno State, Nigeria","Boko Haram militants attacked a military base in a village in the Borno State leaving 18 soldiers dead and at least 157 soldiers and police officers were left missing. They were probably kidnapped or later killed by the militants.[73][74]","Boko Haram","Boko Haram insurgency"
"October","2018","9","Assault","1","0","West Bank","Aisha Rabi, a 47-year-old mother-of-eight, was driving through the occupied West Bank when her car was targeted in what prosecutors called a terrorist act motivated by hostility towards Arab. A 16-year-old Jewish seminary student was charged for the attack.[75]","Israeli nationalist","Israeli–Palestinian conflict"
"October","2018","9","Shooting","15","0","Al-Safa, Syria","15 Syrian Soldiers were killed when the Islamic State ambushed them and opened fire in the Al-Safa region of As-Suwayda, Syria.[76]","Islamic State","Syrian Civil War"
"October","2018","9","Shooting","1","2","Kirkuk Governorate and Badush, Iraq","Gunmen attacked a checkpoint killing one officer and wounding two in the village of Rabza, Kirkuk Governorate. In another incident security forces killed a terrorist arrested another in armed clashes in Badush.[77]","Islamic State","Iraqi insurgency"
"October","2018","9","Suicide bombing","8","10","Lashkargah, Afghanistan","A suicide bomber detonated inside Saleh Mohammad Asikzai's campaign office killing 8 including the candidate and injuring at least 10 in the southern city of Lashkar Gah, no group has claimed responsibility yet but the Taliban has done similar attacks in that area in the past.[78][79][80]","Taliban","War in Afghanistan"
"October","2018","9","Bombing","1","3","Raqqa, Syria","A improvised explosive device exploded near a vehicle of the Syrian Democratic Forces, reportedly killing one and wounding three near Raqqa, Syria.[81]","Islamic State","Syrian Civil War"
"October","2018","9","Bombing","0","3","Baiji, Iraq","Three Iraqis were injured when a bomb went off near a water plant in Iraq's Baiji town.[82]","Islamic State","Iraqi insurgency"
"October","2018","9","Execution, shooting","5","0","Jilib, Somalia","Al-Shabaab executed 5 people by a firing squad, accused of spying for US and British intelligence forces near the town of Jilib,Somalia.[83][84]","Al-Shabaab","Somali Civil War"
"October","2018","9","ATGM attack","1","4","Çukurca, Turkey","A Turkish soldier died and four were injured when PKK militants launched guided missiles from the Iraqi border towards Çukurca, Turkey.[85]","PKK","Kurdish–Turkish conflict"
"October","2018","9","Bombing","2","0","Mandera, Kenya","Two teachers were killed when Al-Shabaab hurled an improvised explosive device (IED) into one of the two blocks housing non-local teachers, during a militant raid in the Mandera County.[86]","Al-Shabaab","Spillover of the Somali Civil War"
"October","2018","9","Grenade attack","1","0","Dhale, Yemen","An newly-recruited Yemeni officer was killed by a grenade attack in the southern province of al-Dhalea when unknown militants threw a grenade toward his car.[87]","Al-Qaeda in the Arabian Peninsula","Yemeni Civil War"
"October","2018","10","Bombing","1","4","Tikrit, Iraq","A civilian was killed and another four were injured when a bomb went off behind a fuel station in Iraq's Tikrit city.[88]","Islamic State","Iraqi insurgency"
"October","2018","10","Shooting, kidnappings, bombings","37","100","Deir ez-Zor Governorate, Syria","Over a hundred people were kidnapped from a displacement camp by the Islamic State in the Deir ez-Zor Governorate, Syria, fighting between US backed Syrian Democratic Forces (SDF) and the Islamic State between October 10 and October 13 has resulted in 37 deaths of the SDF and at least 58 of the Islamic State.[89][90]","Islamic State","Syrian Civil War"
"October","2018","10","Mortar attack","1","10","Latakia Governorate, Syria","Militants shelled with mortars several parts of the Latakia Governorate, Syria killing one person and injuring 10.[91]","Syrian Rebels","Syrian Civil War"
"October","2018","10","Shooting","8","11","Lake Chad, Chad","Eight Chad soldiers were killed and at least eleven were injured in clashes with Boko Haram jihadists in the Lake Chad region. 48 jihadists were allegedly killed afterwards in a counter-terrorism operation by Chad Soldiers.[92][93]","Boko Haram","Boko Haram insurgency"
"October","2018","10","Shooting","10","0","Al Anbar Governorate, Iraq","At least 10 Iraqi security forces were killed when Islamic State insurgents attacked a gas field on the western part of the Anbar Province.[94]","Islamic State","Iraqi insurgency"
"October","2018","10","Execution","3","0","Momand Dara District. Afghanistan","Three civilians were publicly executed by the Islamic State in a desert court in the Momand Dara District of Nangarhar Province.[95]","Islamic State","War in Afghanistan"
"October","2018","11","Shooting","0","0","Talakag, Philippines","Officer who responding to a call about a crime were ambushed for suspected communist rebels in 11in Barangay Tikalaan, Talakag, Bukidnon. No casualties were reported.[96]","New People's Army","New People's Army rebellion"
"October","2018","11","Shooting","15","13","Qalay-I-Zal District, Afghanistan","15 Afghan Security Officers were killed and 13 were wounded when the Taliban attacked them at a checkpoint in the Qalay-I-Zal District of the Northern Province of Afghanistan Kunduz.[97]","Taliban","War in Afghanistan"
"October","2018","11","Shooting","0","0","Mamfe, Cameroon","reported that fighters had twice attacked the convoy of Special Duties Minister at Cameroon’s Presidency on the road from Mamfe to Kumba. The attack was unssuceful and no casualties are reported[98]","Ambazonia Defence Forces","Anglophone crisis"
"October","2018","11","Shooting","1","0","Bosaso, Somalia","A tax officer was shot dead by suspected militants in Bosaso town, the Islamic State has claimed similar attacks to these in the past.[99]","Islamic State","Somali Civil War"
"October","2018","11","Shooting","0","3","Rueso District, Thailand","Three border police were wounded when two suspected insurgents opened fire at them in the Rueso District of South Thailand.[100]","Barisan Revolusi Nasional","South Thailand Insurgency"
"October","2018","11","Bombing","3","4","Mopti, Mali","3 Mali soldiers were killed and 4 were wounded when their vehicle was blown up by a roadside bomb in the Mopti region of Mali.[101]","Al-Qaeda in the Islamic Maghreb","Northern Mali conflict"
"October","2018","11","Shooting","5","1","North Kivu, Democratic Republic of the Congo","ADF militants attacked civilians in DRC's North Kivu province killing 5 and injuring a peacekeeper from South Africa.[102][103]","Allied Democratic Forces","Allied Democratic Forces insurgency"
"October","2018","11","Bombing","3","0","Urgun District, Afghanistan","Three children were killed by an explosive device in the Urgun District of the Paktika Province of Afghanistan.[104]","Taliban","War in Afghanistan"
"October","2018","11","Bombing","3","5","Ladha Subdivision, Pakistan","A roadside bomb targeted a vehicle belonging to the Pakistani Army in the Ladha Subdivision of South Waziristan Pakistan, resulted in the deaths of three soldiers and five wounded, the Tehrik-i-Taliban Pakistan claimed responsibility for the attack.[105][106]","Tehrik-i-Taliban Pakistan","War in North-West Pakistan"
"October","2018","11","Bombing","2","4","Kirkuk Governorate, Iraq","Two people were killed and four were injured when a bomb exploded in Central Kirkuk. The Islamic State is suspected.[107]","Islamic State","Iraqi insurgency"
